[0.766s] Invoking command in '/home/joanne/bookros2_ws/build/pmb2_maps': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/joanne/bookros2_ws/install/ros2controlcli:/home/joanne/bookros2_ws/install/launch_pal:/home/joanne/bookros2_ws/install/br2_fsm_bumpgo_py:/opt/ros/foxy /usr/bin/cmake --build /home/joanne/bookros2_ws/build/pmb2_maps -- -j8 -l8
[1.561s] Invoked command in '/home/joanne/bookros2_ws/build/pmb2_maps' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/joanne/bookros2_ws/install/ros2controlcli:/home/joanne/bookros2_ws/install/launch_pal:/home/joanne/bookros2_ws/install/br2_fsm_bumpgo_py:/opt/ros/foxy /usr/bin/cmake --build /home/joanne/bookros2_ws/build/pmb2_maps -- -j8 -l8
[1.582s] Invoking command in '/home/joanne/bookros2_ws/build/pmb2_maps': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/joanne/bookros2_ws/install/ros2controlcli:/home/joanne/bookros2_ws/install/launch_pal:/home/joanne/bookros2_ws/install/br2_fsm_bumpgo_py:/opt/ros/foxy /usr/bin/cmake --install /home/joanne/bookros2_ws/build/pmb2_maps
[1.752s] -- Install configuration: ""
[1.752s] -- Execute custom install script
[1.769s] -- Up-to-date symlink: /home/joanne/bookros2_ws/install/pmb2_maps/share/pmb2_maps/config/map.pgm
[1.771s] -- Up-to-date symlink: /home/joanne/bookros2_ws/install/pmb2_maps/share/pmb2_maps/config/map.yaml
[1.787s] -- Up-to-date symlink: /home/joanne/bookros2_ws/install/pmb2_maps/share/pmb2_maps/config/mmap.yaml
[1.787s] -- Up-to-date symlink: /home/joanne/bookros2_ws/install/pmb2_maps/share/pmb2_maps/configurations/pal_office/map.pgm
[1.788s] -- Up-to-date symlink: /home/joanne/bookros2_ws/install/pmb2_maps/share/pmb2_maps/configurations/pal_office/map.yaml
[1.788s] -- Up-to-date symlink: /home/joanne/bookros2_ws/install/pmb2_maps/share/pmb2_maps/configurations/pal_office/mmap.yaml
[1.797s] -- Up-to-date symlink: /home/joanne/bookros2_ws/install/pmb2_maps/share/pmb2_maps/configurations/small_office/map.bmp
[1.798s] -- Up-to-date symlink: /home/joanne/bookros2_ws/install/pmb2_maps/share/pmb2_maps/configurations/small_office/map.bt
[1.810s] -- Up-to-date symlink: /home/joanne/bookros2_ws/install/pmb2_maps/share/pmb2_maps/configurations/small_office/map.ot
[1.813s] -- Up-to-date symlink: /home/joanne/bookros2_ws/install/pmb2_maps/share/pmb2_maps/configurations/small_office/map.pgm
[1.813s] -- Up-to-date symlink: /home/joanne/bookros2_ws/install/pmb2_maps/share/pmb2_maps/configurations/small_office/map.yaml
[1.814s] -- Up-to-date symlink: /home/joanne/bookros2_ws/install/pmb2_maps/share/pmb2_maps/configurations/small_office/mmap.yaml
[1.814s] -- Up-to-date symlink: /home/joanne/bookros2_ws/install/pmb2_maps/share/pmb2_maps/configurations/small_office/transformation.yaml
[1.814s] -- Up-to-date symlink: /home/joanne/bookros2_ws/install/pmb2_maps/share/ament_index/resource_index/package_run_dependencies/pmb2_maps
[1.818s] -- Up-to-date symlink: /home/joanne/bookros2_ws/install/pmb2_maps/share/ament_index/resource_index/parent_prefix_path/pmb2_maps
[1.819s] -- Up-to-date symlink: /home/joanne/bookros2_ws/install/pmb2_maps/share/pmb2_maps/environment/ament_prefix_path.sh
[1.820s] -- Up-to-date symlink: /home/joanne/bookros2_ws/install/pmb2_maps/share/pmb2_maps/environment/ament_prefix_path.dsv
[1.821s] -- Up-to-date symlink: /home/joanne/bookros2_ws/install/pmb2_maps/share/pmb2_maps/environment/path.sh
[1.839s] -- Up-to-date symlink: /home/joanne/bookros2_ws/install/pmb2_maps/share/pmb2_maps/environment/path.dsv
[1.839s] -- Up-to-date symlink: /home/joanne/bookros2_ws/install/pmb2_maps/share/pmb2_maps/local_setup.bash
[1.841s] -- Up-to-date symlink: /home/joanne/bookros2_ws/install/pmb2_maps/share/pmb2_maps/local_setup.sh
[1.844s] -- Up-to-date symlink: /home/joanne/bookros2_ws/install/pmb2_maps/share/pmb2_maps/local_setup.zsh
[1.845s] -- Up-to-date symlink: /home/joanne/bookros2_ws/install/pmb2_maps/share/pmb2_maps/local_setup.dsv
[1.845s] -- Symlinking: /home/joanne/bookros2_ws/install/pmb2_maps/share/pmb2_maps/package.dsv
[2.084s] -- Up-to-date symlink: /home/joanne/bookros2_ws/install/pmb2_maps/share/ament_index/resource_index/packages/pmb2_maps
[2.136s] -- Up-to-date symlink: /home/joanne/bookros2_ws/install/pmb2_maps/share/pmb2_maps/cmake/pmb2_mapsConfig.cmake
[2.145s] -- Up-to-date symlink: /home/joanne/bookros2_ws/install/pmb2_maps/share/pmb2_maps/cmake/pmb2_mapsConfig-version.cmake
[2.145s] -- Up-to-date symlink: /home/joanne/bookros2_ws/install/pmb2_maps/share/pmb2_maps/package.xml
[2.146s] Invoked command in '/home/joanne/bookros2_ws/build/pmb2_maps' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/joanne/bookros2_ws/install/ros2controlcli:/home/joanne/bookros2_ws/install/launch_pal:/home/joanne/bookros2_ws/install/br2_fsm_bumpgo_py:/opt/ros/foxy /usr/bin/cmake --install /home/joanne/bookros2_ws/build/pmb2_maps
